PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,target
-2.1956536535658833,1.8704160016223137,-0.2882094415469212,-0.13335424469080545,2.4805603222545556,-0.6626521644558455,0.8764468278425906,-1.6577663509104414,0.37866635069654886,0.38861919156572333,-0.7723823269817863,-1.3068051910709209,0
-4.568141897526366,2.5729863254653025,0.8524999526609998,-1.2178077872001696,-1.2108754439725227,0.13977660512141948,2.3511932100190083,0.15331322438591422,1.7131086674343807,0.3668718293080418,0.16554746923355676,-0.8373048474615491,0
0.1712853568286006,-0.0023434585173892925,1.0076530410673359,0.31873841664511005,-0.6955052936678937,0.6714310961152499,-1.4452020465090165,-0.06554240779170149,-0.3143281637102272,0.7589960381160314,0.04411352217934122,-0.34393647439645886,0
1.2835814167862607,0.4667105672517252,3.3010694701500625,0.20046286327842647,1.1403076183518974,0.5113341306331806,1.4053519847201223,0.6901274562279065,-0.05162682171217493,1.4237592389905172,-0.2079156841865823,0.22346793837931195,1
1.5678530885543556,0.9314962495249891,-0.2163618199076974,-1.2740386431962973,-0.693171308413085,-0.3257823437167762,-0.7044787447538113,0.49928547646553034,0.6283877661002027,1.216395717811645,0.40811299295151926,0.035309438975788275,1
-0.9439691831053564,-0.18217281842767152,-1.7109051915599647,0.003916060397724498,1.247287280185221,-0.15473255660113489,0.3795231646812237,-1.2038371669007848,0.7870142014335254,0.1852573401500793,0.8910906743608762,1.8073929796264077,0
1.306732542290396,1.2050297287544443,-0.4610233310427915,0.6669769211253437,0.2929045802083532,0.9992037353726573,-0.0866070753267149,0.3106085045998248,-1.660485977314116,-1.4509655650829814,-0.32287978198812284,0.1849068623496751,0
2.3976371895819786,0.2642227817538277,0.7871081267113215,0.2643000686658254,-1.263989210915202,-0.22088201056786827,-0.4070607183400606,0.6234788036710102,0.34889372357515996,-0.6164120109297838,0.30646341463790683,-0.17435351375524197,1
1.8180331227377382,0.3571287520469458,0.4194976218583473,0.3431873071089433,-0.9847446816297872,-0.32323076343295176,-0.7042006201747937,0.6056059746121065,-0.30227720836940647,-0.6627304494855633,0.2226251572889079,-0.7111167253369729,1
-0.7486088196598273,0.8188047779057379,-1.5027790235035394,-0.8209627104169471,0.3086008011660613,-0.07588677438568443,1.7450078542816119,2.224750862378549,0.18505646244810894,-0.01254453780428463,0.11615576157501437,-0.14552011165827042,0
3.0827001365275275,-0.7209767223866798,-0.8822797861802422,-0.6360693307380151,-0.14576776838358763,0.10360016903222137,1.1009705514386976,-0.5601615354967228,1.5246023530073707,0.4478062972841521,0.3852258724895554,0.16585948593607328,1
-0.2986266953276515,-0.42550329547963245,0.664682458098634,-1.1620238707329071,-0.4769391786243885,-0.5533153550178924,-1.6225237928223901,0.0063062768025597404,-1.5990537662255617,0.026916590279340822,1.7552378172445375,1.2370821873809292,1
-1.131485713077424,-0.6055938897785255,-1.6470627722134965,-0.24594701627790855,0.24853259472859643,0.30347724537549375,1.2440706002245876,1.0948522121570097,-0.5697309076113439,1.4050985414831492,0.24194234832203992,-0.47058206511161266,0
-0.26538063588221217,0.4971923859529578,1.1415148743850618,-1.229898005782169,1.2838659969521058,1.4410859575580544,-1.2794242829715918,-0.6955208342949056,-0.09571909066316843,-1.0041526387563837,0.7449540598954283,0.06857809852742311,0
-2.0703931296915785,1.391713699681092,-0.8685835522173732,-1.4291117624868712,-0.28900659761594727,0.21238804893986563,-1.020806864569361,-1.0783422230363255,2.1629736660517622,0.11207826331176926,-0.6296638258462471,0.8350032931828926,0
3.2070069158568426,-0.9791330604184526,0.8019225336847949,0.31235408087097727,-1.7839803500955536,-0.7254263954184365,0.2597527207648834,0.13567673249835993,1.693861143402379,-0.48434025664538133,0.07135227628881571,-0.10545451738532008,1
-1.5227126955906112,-1.4603274214539261,-0.10554736560045956,0.9268978955848205,-0.6682512147430408,-0.5155272923735014,-0.6609178173818688,-0.2022018569862792,-0.29833551166345496,0.6901893330236282,0.29667762239243156,0.7450905846520008,0
0.6757543005082026,-0.8972464742566556,0.6812801415408004,-2.8168673538244207,-1.376280241275248,1.3063593675704286,0.23267155050740945,-1.7106104210407722,1.0081292275916682,-1.3962634405895318,-0.18736803045425796,0.4102406907878218,1
1.337447909831872,-0.7955864125435819,-0.6276310114332223,1.4365320215721409,-0.12736347792141062,1.0695694357871353,0.06123517228684121,-0.7616553079060813,-1.3678203074201194,-0.02361343420752308,-0.6203557413916848,-0.004317089860815674,1
-0.5638028347657821,-3.1806771539043894,-0.0732045727778345,-0.5959733940534467,-0.5856510024969738,0.03168112236522689,1.1430953159364632,0.0197970625509165,0.11708983949643312,0.2853618756266111,0.29104594291471936,-0.8197223036765705,0
-2.0707218573411237,-0.057145247709770836,0.19554019817831075,0.2450949298200337,-0.4720276300298216,0.6274858536252993,-1.3272404259087194,0.06038192260755542,0.12098560004131353,0.2593732629136066,-1.2079055075353566,0.12527337617569892,0
2.401914929735356,-0.31573906773661164,0.549201100130848,0.5344323319452154,-1.164955466628615,-0.6164872617752882,-0.30371860555254687,0.4670712454831583,0.7787560942226069,-0.35197288621923584,-0.21714307870078894,0.36811422753256184,1
-2.0416540976096282,0.608019193534306,-0.7419846216873148,-0.22312029441258502,-2.051217744410809,-1.0094579856687456,2.3152521458339845,-1.7712448390435778,-0.1280551573651918,0.818250120359859,0.3186417652531814,-0.6064383393359394,0
2.409627103932636,-1.127097436680515,0.09847506598346747,0.14782202098799965,0.24511754063671984,0.006525194934067508,0.28359161918892606,0.08242088033186448,0.04277544082970262,-0.5027700578383485,-0.3695642838435205,0.019564414755993683,1
1.8361970686168985,0.18175118339835855,-0.3343636014813787,1.02509848541557,-1.398803538844006,-0.5083538840044203,-0.32942929766954243,-0.16440765489592302,-0.05264723428775666,-1.024965111911725,-0.31984162056411003,-0.29357160356210943,1
-0.3857625043505978,-0.471054319938186,-1.1838641631431506,-1.6586061747155891,2.001484157192434,-0.2768290781621846,-0.8676657328273744,0.5558593143120595,-0.2349771013688373,1.8004959455081244,-1.0974679960286486,1.020171942671231,1
-0.47795225855934065,2.166311720888135,-2.5092245559833612,0.20675909621193375,-1.3492840111621827,-0.058232606779652966,-0.16546215703259026,-0.6001098833175236,-0.060268171484335296,-0.5187588205978215,-1.071113840654292,0.23883945659606562,1
-1.9387420911976692,-0.6041402703283583,-0.9193075583186149,1.2243222683369532,0.5191274019726396,-1.4540182610892074,-1.487475518904695,-0.8820614912205951,-0.7744432278616196,-0.4615971480472329,0.40479834330334297,0.6705835403059538,0
-1.5534811943741567,-0.8030611274683134,0.4359652052333703,1.212604351322602,-0.34692788027980676,-0.16879079726126123,-0.18208489340761905,1.4206128703627854,0.21583007444418306,0.3523070479538864,0.5306186659620536,0.6329425860641188,0
